time_s,phase,cube_x_m,cube_y_m,cube_z_m,gripper_x_m,gripper_y_m,gripper_z_m,relative_x_m,relative_y_m,relative_z_m,cube_vz_mps,cube_speed_mps,cube_angular_speed_radps,penetration_m,table_normal_N,palm_normal_N,left_normal_N,left_vertical_N,left_side_normal_min,left_tip_above_cube_bottom_m,left_normal_vertical_N,left_q_m,left_actuator_N,right_normal_N,right_vertical_N,right_side_normal_min,right_tip_above_cube_bottom_m,right_normal_vertical_N,right_q_m,right_actuator_N,left_effective,right_effective
0.005500000000000001,settle,-3.3706375002083743e-10,3.796661138656113e-10,0.029998317655817425,0.0,0.0,0.09999023164115821,-3.3706375002083743e-10,3.796661138656113e-10,-0.06999191398534078,0.0004966528989463264,0.0004966529046330197,2.4921405288958605e-06,1.6830701625933364e-06,0.7747843799078605,0.0,0.0,0.0,1.0,0.007991914711320797,0.0,0.0,0.0,0.0,0.0,1.0,0.007991914711320797,0.0,0.0,0.0,0,0
0.006000000000000002,settle,-3.0413949757315516e-10,3.426247934585573e-10,0.02999853468345411,0.0,0.0,0.09998912682984736,-3.0413949757315516e-10,3.426247934585573e-10,-0.06999059214639325,0.0004340552733704551,0.00043405528468728934,3.2975355854354084e-06,1.4659726957910735e-06,0.7756327862746484,0.0,0.0,0.0,1.0,0.00799059280254314,0.0,0.0,0.0,0.0,0.0,1.0,0.00799059280254314,0.0,0.0,0.0,0,0
0.006500000000000002,settle,-2.6917331747389977e-10,3.032825981940757e-10,0.029998723063547904,0.0,0.0,0.09998804344859233,-2.6917331747389977e-10,3.032825981940757e-10,-0.06998932038504442,0.00037676018758700714,0.00037676020229366735,3.5059012667461356e-06,1.2775183594014583e-06,0.7766076537126683,0.0,0.0,0.0,1.0,0.007989320966951725,0.0,0.0,0.0,0.0,0.0,1.0,0.007989320966951725,0.0,0.0,0.0,0,0
0.007000000000000003,settle,-2.352629146900871e-10,2.6512678139983e-10,0.02999888584255955,0.0,0.0,0.09998698707795484,-2.352629146900871e-10,2.6512678139983e-10,-0.06998810123539528,0.0003255580232911828,0.0003255580392992767,3.4016186014130317e-06,1.1146673134961038e-06,0.7775864492026153,0.0,0.0,0.0,1.0,0.007988101745268327,0.0,0.0,0.0,0.0,0.0,1.0,0.007988101745268327,0.0,0.0,0.0,0,0
0.007500000000000003,settle,-2.0390429962915437e-10,2.2984152032921838e-10,0.029999026079224955,0.0,0.0,0.09998596202012423,-2.0390429962915437e-10,2.2984152032921838e-10,-0.06998693594089928,0.0002804733308075275,0.0002804733466978963,3.1463354075747577e-06,9.743640198289771e-07,0.7785080893270483,0.0,0.0,0.0,1.0,0.007986936384144057,0.0,0.0,0.0,0.0,0.0,1.0,0.007986936384144057,0.0,0.0,0.0,0,0
0.008000000000000004,settle,-1.7569822197968177e-10,1.981032119611192e-10,0.029999146653669505,0.0,0.0,0.0999849714991618,-1.7569822197968177e-10,1.981032119611192e-10,-0.06998582484549229,0.000241148889101579,0.00024114890405419178,2.8303420171849506e-06,8.537296386432192e-07,0.7793456933134868,0.0,0.0,0.0,1.0,0.007985825228800439,0.0,0.0,0.0,0.0,0.0,1.0,0.007985825228800439,0.0,0.0,0.0,0,0
0.008500000000000004,settle,-1.5075910285252586e-10,1.7004081571366582e-10,0.02999925018340566,0.0,0.0,0.09998401783343254,-1.5075910285252586e-10,1.7004081571366582e-10,-0.06998476765002688,0.00020705947231087186,0.00020705948592490925,2.5026622486290952e-06,7.501469049542298e-07,0.780090987628296,0.0,0.0,0.0,1.0,0.007984767980337489,0.0,0.0,0.0,0.0,0.0,1.0,0.007984767980337489,0.0,0.0,0.0,0,0
0.009000000000000005,settle,-1.2894982642078008e-10,1.4550014929555333e-10,0.029999338997478153,0.0,0.0,0.09998310258388995,-1.2894982642078008e-10,1.4550014929555333e-10,-0.0699837635864118,0.00017762814498772074,0.0001776281571241849,2.1886454145927667e-06,6.612864846926303e-07,0.7807454381395456,0.0,0.0,0.0,1.0,0.007983763870374642,0.0,0.0,0.0,0.0,0.0,1.0,0.007983763870374642,0.0,0.0,0.0,0,0
0.009500000000000005,settle,-1.1001488551435702e-10,1.2419375907218843e-10,0.029999415141044834,0.0,0.0,0.0999822266814085,-1.1001488551435702e-10,1.2419375907218843e-10,-0.06998281154036368,0.00015228713335988013,0.00015228714403043653,1.90022420248882e-06,5.851026779885027e-07,0.7813152584872305,0.0,0.0,0.0,1.0,0.00798281178408649,0.0,0.0,0.0,0.0,0.0,1.0,0.00798281178408649,0.0,0.0,0.0,0,0
0.010000000000000005,settle,-9.365443394030804e-11,1.0578427280478836e-10,0.029999480394794286,0.0,0.0,0.09998139053594704,-9.365443394030804e-11,1.0578427280478836e-10,-0.06998191014115275,0.00013050749890507036,0.0001305075082006824,1.6418730028201405e-06,5.198141594733863e-07,0.7818086446901775,0.0,0.0,0.0,1.0,0.007981910350106508,0.0,0.0,0.0,0.0,0.0,1.0,0.007981910350106508,0.0,0.0,0.0,0,0
0.010500000000000006,settle,-7.956418927547101e-11,8.992931252683699e-11,0.029999536300558394,0.0,0.0,0.0999805941299677,-7.956418927547101e-11,8.992931252683699e-11,-0.0699810578294093,0.00011181152821867886,0.0001118115362664133,1.414048790814967e-06,4.638784508147198e-07,0.7822342822265006,0.0,0.0,0.0,1.0,0.007981058008418505,0.0,0.0,0.0,0.0,0.0,1.0,0.007981058008418505,0.0,0.0,0.0,0,0
0.011000000000000006,settle,-6.745577261577789e-11,7.630438836056067e-11,0.029999584188454463,0.0,0.0,0.09997983709822116,-6.745577261577789e-11,7.630438836056067e-11,-0.0699802529097667,9.577579213430658e-05,9.577579907243349e-05,1.2151610758524239e-06,4.159648219342893e-07,0.7826005751389399,0.0,0.0,0.0,1.0,0.007980253063043084,0.0,0.0,0.0,0.0,0.0,1.0,0.007980253063043084,0.0,0.0,0.0,0,0
0.011500000000000007,settle,-5.7065993400477125e-11,6.461335017342811e-11,0.02999962520314784,0.0,0.0,0.09997911879573586,-5.7065993400477125e-11,6.461335017342811e-11,-0.06997949359258801,8.20293867526805e-05,8.20293927170766e-05,1.042684562218524e-06,3.7492804818781145e-07,0.782915280227372,0.0,0.0,0.0,1.0,0.00797949372378404,0.0,0.0,0.0,0.0,0.0,1.0,0.00797949372378404,0.0,0.0,0.0,0,0
0.012000000000000007,settle,-4.8160019480247916e-11,5.459195563439579e-11,0.029999660328091926,0.0,0.0,0.09997843835560978,-4.8160019480247916e-11,5.459195563439579e-11,-0.06997877802751785,7.024988817375518e-05,7.024989329105054e-05,8.937744467895686e-07,3.397841771210497e-07,0.7831853644845951,0.0,0.0,0.0,1.0,0.007978778139786896,0.0,0.0,0.0,0.0,0.0,1.0,0.007978778139786896,0.0,0.0,0.0,0,0
0.012500000000000008,settle,-4.0531280980928515e-11,4.600776387903437e-11,0.029999690407300026,0.0,0.0,0.09997779473799547,-4.0531280980928515e-11,4.600776387903437e-11,-0.06997810433069544,6.01584162024741e-05,6.0158420587097324e-05,7.655948729565713e-07,3.0968875643078153e-07,0.7834169819971278,0.0,0.0,0.0,1.0,0.00797810442675189,0.0,0.0,0.0,0.0,0.0,1.0,0.00797810442675189,0.0,0.0,0.0,0,0
0.013000000000000008,settle,-3.399973764685487e-11,3.865818570798881e-11,0.02999971616457687,0.0,0.0,0.09997718677148726,-3.399973764685487e-11,3.865818570798881e-11,-0.0699774706069104,5.1514553684522745e-05,5.15145574379224e-05,6.554836022853102e-07,2.8391759876456035e-07,0.7836155115637928,0.0,0.0,0.0,1.0,0.007977470689086018,0.0,0.0,0.0,0.0,0.0,1.0,0.007977470689086018,0.0,0.0,0.0,0,0
0.013500000000000009,settle,-2.840942579579104e-11,3.236772379156971e-11,0.029999738220327348,0.0,0.0,0.0999766131879611,-2.840942579579104e-11,3.236772379156971e-11,-0.06997687496763375,4.411150095822762e-05,4.41115041692494e-05,5.610244360415206e-07,2.6184996777464664e-07,0.783785622192785,0.0,0.0,0.0,1.0,0.007976875037928866,0.0,0.0,0.0,0.0,0.0,1.0,0.007976875037928866,0.0,0.0,0.0,0,0
0.014000000000000009,settle,-2.362578918865862e-11,2.6984969309725146e-11,0.02999975710614718,0.0,0.0,0.09997607265177957,-2.362578918865862e-11,2.6984969309725146e-11,-0.0699763155456324,3.7771639663133695e-05,3.7771642408962236e-05,4.800689927534852e-07,2.4295398177998084e-07,0.783931348487203,0.0,0.0,0.0,1.0,0.007976315605761349,0.0,0.0,0.0,0.0,0.0,1.0,0.007976315605761349,0.0,0.0,0.0,0,0
0.01450000000000001,settle,-1.9533060586964637e-11,2.2379655519218588e-11,0.029999773277431033,0.0,0.0,0.09997556378415401,-1.9533060586964637e-11,2.2379655519218588e-11,-0.06997579050672298,3.234256770815229e-05,3.2342570055482375e-05,4.107316576685296e-07,2.2677400008178084e-07,0.7840561663888241,0.0,0.0,0.0,1.0,0.007975790558154085,0.0,0.0,0.0,0.0,0.0,1.0,0.007975790558154085,0.0,0.0,0.0,0,0
